Stockcode,Descripiton,blue_oracle_layout,LEGACY_FLAG,Cat,Sub Cat,SBU,HIERARCHY_L6_DESC,SOURCE_SUBSIDIARY
900000000000,QSVALID12 PQ Consulting Milliflex Quantum,QSVALID12,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
900000000000,EZFKIT001GE EZ Fluo system kit (GE),EZFKIT001GE,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1945 Merck Millipore France
910000000000,MMHAWG124STARTK Milliflex Oasis® MMHAWG124 starting kit,MMHAWG124STARTK,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
940000000000,PMSEMIN21 Pyrogen Remote School,PMSEMIN21,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,MXR2PMAS15 Rapid 2 Sprayer - Prevent. maintenance,MXR2PMAS15,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,"MIHVWP100 MICROFIL 100ML HVWP + S-PAK, Q150",MIHVWP100,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1945 Merck Millipore France
900000000000,TA0000003 STERIDILUTOR VIALS ACCES/,TA0000003,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,TQ0000RTR COMPLETE ROTOR,TQ0000RTR,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,STREAMTUB SILICONE TUBING FOR EZ-STREAM PUMP,STREAMTUB,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
01497-500G-F,01497-500G-F 01497-500G-F,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
08069-500G,08069-500G Modified Tryptone Soy BrothNutriSelect &,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
1024490060,1024490060 Half FRASER broth with suppl 60 PIECES,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1107650500,1107650500 EC (Escherichia) broth 500 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1173090001,1173090001 MAS-100 Iso MH® Profinet Two 1 PC,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
120216-SIAL,120216 HALF FRASER BROTH IN BAGS,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
1308958001,1308958001 HY-LiTE Plus ATP Test 1 ST,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),1190
1452750001,1452750001 Head Cap High Flow 1 PC,,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1961 Merck Millipore India
1456540001,1456540001 Display Module V01.13 1 PC,,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1460280020,1460280020 SDA - LI acc. EP 03300E-20P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
1465010020,1465010020 Sab-Gluc-Cont. A +LTHTh-ICR+ 850-20P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
34062-960,"34062-960 TRANSIA PLATE Washing Buffer, 20X",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),"1306 BioControl Systems, Inc"
41298-500G-F,"41298-500G-F Tryptic Soy Broth, VegitoneNutriSelect &",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
68122-10DISCS,68122-10DISCS SALMONELLA ID PADS,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
74173-500G,74173-500G PRESTON BROTH BASENutriSelect Prime,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
910000000000,SYMBABS01 STERITEST AMPOULE BREAKER END CAP SEALS,SYMBABS01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
910000000000,SYMBECS01 ST SYMB AMP BREAK CAP W/ SEAL,SYMBECS01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
BK014HA,"BK014HA TRYPTONE SALT BROTH, 500 G",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
BK148HA,"BK148HA RVS BROTH, 500 G",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
BM00808,"BM00808 TRYPTONE SALT BROTH, 50 X 9 ML",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
CCW4721-30PLATES,CCW4721-30PLATES Coliforms Chromogenic Agar Plates,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2002
900000000000,MXSMCMC24 MILLIFLEX AGAR CASSETTE (MAC CONKEY),MXSMCMC24,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
900000000000,MXRPCLKT1 MILLIFLEX RAPID CLEANING KIT,MXRPCLKT1,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),1945 Merck Millipore France
900000000000,MXPC0NN01 ELECTRONIC CONNECTOR KIT FOR MFX+ PUMP,MXPC0NN01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,EZSH0USIN1 HOUSING KIT,EZSH0USIN1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
900000000000,SYMBCBH01 ST SYMBIO BOTTLE HOLDER BASKET,SYMBCBH01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1054100500,1054100500 REINFORCED CLOSTRIDIAL AGAR (RCM) FOR MI,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1072125000,1072125000 PEPTONE FROM SOYMEAL PAPAIC-DIGESTED FOR,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1072284590,"1072284590 Buffered Peptone Water 4,59 KG",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1114710500,1114710500 DEV NUTRIENT AGAR FOR MICROBIOLOGY (43 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1171820001,1171820001 MAS-100 Iso NT® Power Supply 1 PC,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
1441880002,1441880002 Calibration External Probe,,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1461950020,1461950020 Tr. Soy Cont. A. w. LT-ICR 2284E-20P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
1463340030,1463340030 Tryptic Soy Broth acc EP+USP -30P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
34613-2.5L,34613-2.5L ACETONITRILE:WATER 5:95% (V/V) 10 MM AMM,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2066 Aldrich Chemical Co. LLC (USA)
53286-500G,53286-500G Brain Heart Infusion BrothNutriSelect P&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
67626-228G,67626-228G,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
70192-500G,70192-500G Mueller Hinton BrothNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
73142-500G,73142-500G Canavanine Glycine Bromothymol blue Aga&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
77196-500G,77196-500G Peptone Yeast Extract AgarNutriSelect B&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
84100-1KG,"84100-1KG D(+)-SUCROSE, ACS, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
910000000000,SYMBFLE01BQ STERITEST SYMBIO FLEX BQ PUMP KIT 2 M,SYMBFLE01BQ,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
910000000000,ATMCALT0L Calibration tool for MAS-100 Atmos,ATMCALT0L,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,PMTRAINJ21 PyroMAT e-learning - how to use - Japane,PMTRAINJ21,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,"RGQ9027340 PCB-Mainboard w/ resistor BioControl, RG",RGQ9027340,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
940000000000,"GM06100000410 CABLE, LVDS, MONITOR",GM06100000410,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,"GM07990410001 PCB, NEEDLE ADAPTER DT",GM07990410001,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,"RGQ9019340 LED, BLUE (470), RGQ",RGQ9019340,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
M0678-1VL,M0678-1VL MIDDLEBROOK OADC GROWTH SUPPLEMENT,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,TQ00DTC01 EQUINOX DRAIN TRAY COVER,TQ00DTC01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,TQ00DTR01 EQUINOX DRAIN TRAY,TQ00DTR01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,MSP010054 MILLIFLEX PRE-FILLED AGAR CASSETTES(R2A),MSP010054,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
900000000000,MXRPGUID1 COVER HOLDERS  SPRAYER MILL RAPID,MXRPGUID1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SBPYDRING PYDANE RING KIT FOR STATOR,SBPYDRING,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
0120214-55X3.375L,0120214-55X3.375L BUFFERED PEPTONE WATER IN BAGS,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2002
1000930010,1000930010 FRASER LISTERIA SUPPL. II 10 X 1 VIAL,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1455060001,"1455060001 Motor, RCS HFT, HF, Plus 1 PC",,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1961 Merck Millipore India
1460230020,1460230020 Mannitol Salt Agar - LI 30ml 0128E-20P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
39187-25DISCS,39187-25DISCS UNIVERSAL ENVIRONMENTAL ID PADS,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
73076-SIAL,"73076-SIAL 72 WELL ROTOR, RG Q ONLY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
82003-1,82003-1,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
900000000000,TQ0CLSING CLOSING COVER MOTOR + PCB DRIVER,TQ0CLSING,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,GSPMTVL13 Service Plan Travel zone 3,GSPMTVL13,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
900000000000,FITPMSTD01 Equinox Isofit Prev Maint w/o contract,FITPMSTD01,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
900000000000,ASPMMMH101 MAS-100 Iso MH Essential OS Service Plan,ASPMMMH101,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
910000000000,MMPIIQOQPP Mfx Oasis VHP IQ OQ Printable Protocol,MMPIIQOQPP,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,MASIS0PCB Main PCB MAS-100 Iso NT incl. PPCB,MASIS0PCB,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,RSMPVACT ReadyStream Valve actuator,RSMPVACT,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,5250-1BOTTLE Acid buffer 2.2 pH,5250-1BOTTLE,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
CRM09001H-10EA,CRM09001H-10EA ESCHERICHIA COLI NCTC 9001 HIGH COUNT LE,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
VT000137-10EA,VT000137-10EA Escherichia coli WDCM 00013 Vitroidsâ„¢,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
Y1251-1KG,Y1251-1KG Yeast Nitrogen Base without Amino Acid &,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,TZHASY210 Steritest® NEO LIQUIDS SYRINGES MCE,TZHASY210,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,TZHAPC210 Steritest® NEO LIQUIDS PLASTIC CONT MCE,TZHAPC210,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,SYMBFLE01EU STERITEST SYMBIO FLEX  2 M EU,SYMBFLE01EU,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1108230500,1108230500 L-PALCAM-LISTERIA SELECTIVE ENRICHMENT B,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1301900001,1301900001 CUVETTE HOLDER 1 UNIT,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),1190
61792-500G,61792-500G Leifson AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
79130-SIAL,79130 GDS PPMX HANDHELD BARCODE READER,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
900000000000,P0SIC0NT1 POSITIVE CONTROL TOOL,P0SIC0NT1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SYMBFLE01SZ STERITEST SYMBIO FLEX  2 M SZ,SYMBFLE01SZ,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
910000000000,TSMEDEV21 Steritest method development remote cons,TSMEDEV21,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
93207-500G,93207-500G AC BrothNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
940000000000,"RGQ9019355 ROTOR HUB WITH SHAFT, RG Q",RGQ9019355,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
900000000000,MXQH0USIN Reader Cover,MXQH0USIN,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
05662-100G-F,05662-100G-F Aureus ChromoSelect Agar BaseNutriSelec&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
1038530500,1038530500 SS (Salmonella Shigella) aga 500 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1323700001,1323700001 Anaerocult® C mini 25 X 1 SET,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1190
1462850020,1462850020 Tryptic Soy Agar +LTH 30821E-20P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
1463690010,1463690010 Buff. NaCl-Pept. Sol. acc EP 514100D-10P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
1467860120,1467860120 TSA w. LTHThio sedi.-ICR -120P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
50725-500G,"50725-500G Nocive Brewers Bacteria Broth Base, mdi&",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
52424-2.5KG,52424-2.5KG POTATO INFUSION POWDER,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
85463-500G,85463-500G Simmons Citrate AgarNutriSelect Basic,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
900000000000,EZFREAD01MX EZ-Fluo Reader Kit (MX),EZFREAD01MX,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1945 Merck Millipore France
900000000000,MXRVIALAD VIAL ADAPTER,MXRVIALAD,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1021370001,1021370001 Contact E (Enterobacteriacea 10 UNITS,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),1190
1054599010,1054599010 TRYPTIC SOY BROTH CASEIN-PEPTONE SOYAMEA,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1190
1083800010,"1083800010 2,3,5-TRIPHENYLTETRAZOLIUM CHLORIDE FOR",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1145820500,1145820500 M EC-BROTH WITH NOVOBIOCIN FOR MICROBIOL,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1301030001,1301030001 HY-LITE HYGIENE SWAB 50 UNITS,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),1190
